Rented Bike Count,Temperature(°C),Hour,Dew point temperature(°C),Solar Radiation (MJ/m2),Visibility (10m),Humidity(%),Rainfall(mm),Snowfall (cm)
1807,22.2,21,16.9,0.0,1786,72,0.0,0.0
1737,21.8,22,16.5,0.0,1952,72,0.0,0.0
1295,21.6,23,15.4,0.0,2000,68,0.0,0.0
986,21.0,0,15.3,0.0,2000,70,0.0,0.0
717,20.6,1,13.7,0.0,2000,65,0.0,0.0
403,20.1,2,13.7,0.0,2000,67,0.1,0.0
154,18.8,3,17.6,0.0,419,93,5.4,0.0
72,18.0,4,16.8,0.0,627,93,10.5,0.0
161,17.4,5,15.0,0.0,1820,86,0.5,0.0
609,17.2,6,14.2,0.07,2000,83,0.0,0.0
1467,18.2,7,13.6,0.56,2000,75,0.0,0.0
2328,18.7,8,13.3,0.61,1992,71,0.0,0.0
1170,20.1,9,13.3,0.93,2000,65,0.0,0.0
1004,22.0,10,12.8,1.91,1989,56,0.0,0.0
1118,22.9,11,13.9,2.24,1918,57,0.0,0.0
1193,24.4,12,13.2,3.07,2000,50,0.0,0.0
1035,25.3,13,13.4,3.42,1935,48,0.0,0.0
1027,26.4,14,12.8,3.23,1944,43,0.0,0.0
1461,26.7,15,11.9,2.42,1995,40,0.0,0.0
1726,26.5,16,13.5,1.91,2000,45,0.0,0.0
2460,26.1,17,13.2,1.26,2000,45,0.0,0.0
2891,25.9,18,12.7,1.36,2000,44,0.0,0.0
2984,24.3,19,12.5,0.59,2000,48,0.0,0.0
2441,22.6,20,11.9,0.06,2000,51,0.0,0.0
2337,21.4,21,11.6,0.0,2000,54,0.0,0.0
2155,20.4,22,10.7,0.0,2000,54,0.0,0.0
1593,19.6,23,10.3,0.0,2000,55,0.0,0.0
1217,19.0,0,10.2,0.0,2000,57,0.0,0.0
1056,18.4,1,10.2,0.0,2000,59,0.0,0.0
764,17.9,2,10.0,0.0,2000,60,0.0,0.0
518,17.4,3,9.7,0.0,2000,61,0.0,0.0
317,16.9,4,9.8,0.0,2000,63,0.0,0.0
277,16.6,5,9.9,0.0,2000,65,0.0,0.0
381,16.3,6,9.9,0.05,2000,66,0.0,0.0
583,17.0,7,9.1,0.47,1993,60,0.0,0.0
892,18.7,8,9.9,1.05,1956,57,0.0,0.0
1144,20.4,9,10.7,1.88,2000,54,0.0,0.0
1166,21.8,10,9.6,2.46,1927,46,0.0,0.0
1330,23.4,11,11.1,2.96,1954,46,0.0,0.0
1525,24.8,12,11.3,3.27,1943,43,0.0,0.0
1704,26.2,13,10.3,3.36,1936,37,0.0,0.0
1783,27.1,14,12.3,3.26,1779,40,0.0,0.0
1861,27.8,15,13.3,2.89,1851,41,0.0,0.0
1991,28.3,16,13.7,2.58,1852,41,0.0,0.0
2383,28.4,17,14.6,1.93,1806,43,0.0,0.0
2451,28.0,18,15.2,1.23,1833,46,0.0,0.0
2475,27.2,19,15.2,0.57,1994,48,0.0,0.0
2497,25.0,20,16.6,0.1,1773,60,0.0,0.0
2435,23.7,21,16.4,0.0,1707,64,0.0,0.0
1995,22.8,22,16.8,0.0,1656,69,0.0,0.0
1615,22.1,23,17.0,0.0,1180,73,0.0,0.0
1394,21.5,0,17.0,0.0,1015,76,0.0,0.0
929,20.9,1,17.1,0.0,932,79,0.0,0.0
755,20.5,2,16.1,0.0,994,76,0.0,0.0
491,19.9,3,16.3,0.0,741,80,0.0,0.0
304,19.4,4,16.2,0.0,531,82,0.0,0.0
238,19.0,5,16.4,0.0,567,85,0.0,0.0
324,18.9,6,15.9,0.05,576,83,0.0,0.0
475,19.6,7,15.0,0.42,884,75,0.0,0.0
715,21.1,8,15.4,0.9,766,70,0.0,0.0
944,22.5,9,15.8,0.97,605,66,0.0,0.0
953,23.0,10,16.2,0.83,516,66,0.0,0.0
1146,23.6,11,16.1,0.93,523,63,0.0,0.0
1422,24.8,12,15.4,1.57,530,56,0.0,0.0
1563,25.7,13,15.0,1.81,639,52,0.0,0.0
1709,26.8,14,13.5,2.01,760,44,0.0,0.0
1979,27.3,15,16.2,2.4,598,51,0.0,0.0
2235,26.6,16,15.6,1.27,809,51,0.0,0.0
2330,25.6,17,16.7,0.66,865,58,0.0,0.0
2474,25.0,18,16.4,0.54,1324,59,0.0,0.0
2481,24.2,19,16.4,0.39,1225,62,0.0,0.0
2429,23.1,20,16.6,0.03,1060,67,0.0,0.0
2055,22.7,21,16.0,0.0,1069,66,0.0,0.0
1819,22.2,22,16.4,0.0,1056,70,0.0,0.0
1323,21.7,23,16.8,0.0,920,74,0.0,0.0
917,21.3,0,16.4,0.0,963,74,0.0,0.0
547,21.0,1,16.1,0.0,990,74,0.0,0.0
436,20.7,2,16.3,0.0,920,76,0.0,0.0
202,20.5,3,16.3,0.0,865,77,0.0,0.0
164,20.2,4,16.2,0.0,884,78,0.0,0.0
383,20.0,5,16.4,0.0,824,80,0.0,0.0
779,20.0,6,16.0,0.05,752,78,0.0,0.0
1590,20.6,7,16.2,0.3,786,76,0.0,0.0
2357,22.7,8,15.7,1.05,759,65,0.0,0.0
1263,24.7,9,16.1,1.8,616,59,0.0,0.0
822,26.1,10,15.7,2.14,554,53,0.0,0.0
915,27.3,11,14.3,2.84,846,45,0.0,0.0
988,28.4,12,15.3,2.92,649,45,0.0,0.0
938,29.4,13,15.1,3.1,689,42,0.0,0.0
997,29.8,14,13.1,2.63,1382,36,0.0,0.0
1177,30.5,15,12.8,2.87,1590,34,0.0,0.0
1401,30.5,16,12.8,2.51,1830,34,0.0,0.0
2040,29.5,17,12.8,1.94,1786,36,0.0,0.0
746,29.2,18,12.1,1.27,1900,35,0.0,0.0
1557,28.1,19,12.4,0.63,2000,38,0.0,0.0
2515,25.7,20,12.1,0.12,2000,43,0.0,0.0
1702,23.8,21,12.1,0.0,2000,48,0.0,0.0
1373,22.9,22,13.6,0.0,1927,56,0.0,0.0
1732,22.3,23,13.8,0.0,1892,59,0.0,0.0
1055,21.5,0,14.1,0.0,1740,63,0.0,0.0
766,20.9,1,14.3,0.0,1528,66,0.0,0.0
527,20.2,2,14.7,0.0,1414,71,0.0,0.0
369,19.9,3,14.0,0.0,1179,69,0.0,0.0
268,19.7,4,14.7,0.0,848,73,0.0,0.0
317,19.4,5,15.2,0.0,831,77,0.0,0.0
746,19.1,6,14.5,0.08,1039,75,0.0,0.0
1616,19.9,7,14.6,0.32,840,72,0.0,0.0
2430,21.1,8,14.4,0.62,797,66,0.0,0.0
1381,22.4,9,14.7,0.93,761,62,0.0,0.0
937,23.7,10,14.3,1.34,1074,56,0.0,0.0
1014,24.6,11,14.3,1.67,1472,53,0.0,0.0
1224,25.8,12,13.9,2.31,1487,48,0.0,0.0
1230,26.6,13,14.0,2.31,1482,46,0.0,0.0
1258,27.2,14,13.8,2.59,1377,44,0.0,0.0
1363,26.7,15,12.7,1.89,1634,42,0.0,0.0
1700,26.1,16,13.5,1.55,1728,46,0.0,0.0
2328,25.1,17,14.2,1.15,1714,51,0.0,0.0
3556,24.1,18,15.0,0.56,1301,57,0.0,0.0
2809,23.3,19,14.8,0.28,1214,59,0.0,0.0
2525,22.4,20,14.7,0.05,1041,62,0.0,0.0
2378,21.6,21,14.9,0.0,962,66,0.0,0.0
2096,20.8,22,15.3,0.0,800,71,0.0,0.0
1456,20.1,23,15.1,0.0,771,73,0.0,0.0
1030,19.7,0,14.2,0.0,1330,71,0.0,0.0
803,19.6,1,14.6,0.0,958,73,0.0,0.0
576,19.6,2,15.6,0.0,662,78,0.0,0.0
340,19.4,3,15.6,0.0,563,79,0.0,0.0
249,19.1,4,15.9,0.0,471,82,0.0,0.0
336,19.1,5,16.1,0.0,457,83,0.0,0.0
714,19.4,6,16.4,0.03,448,83,0.0,0.0
1629,20.0,7,15.8,0.29,595,77,0.0,0.0
2440,20.6,8,16.4,0.53,566,77,0.0,0.0
1401,21.1,9,16.0,0.43,623,73,0.0,0.0
1002,22.2,10,16.4,1.44,740,70,0.0,0.0
1100,23.7,11,14.3,2.33,1070,56,0.0,0.0
1252,25.2,12,14.9,3.38,976,53,0.0,0.0
1184,26.2,13,15.2,3.36,1078,51,0.0,0.0
1158,27.5,14,15.1,3.24,990,47,0.0,0.0
1266,27.9,15,14.8,3.04,1558,45,0.0,0.0
1600,28.2,16,16.1,2.55,1103,48,0.0,0.0
2289,28.0,17,16.6,1.93,1137,50,0.0,0.0
3384,27.0,18,17.1,1.26,1246,55,0.0,0.0
2741,25.6,19,17.5,0.6,1236,61,0.0,0.0
2519,23.3,20,17.0,0.11,895,68,0.0,0.0
2246,21.6,21,16.7,0.0,758,74,0.0,0.0
1979,20.6,22,16.6,0.0,684,78,0.0,0.0
1401,20.1,23,16.9,0.0,494,82,0.0,0.0
1083,20.0,0,17.0,0.0,547,83,0.0,0.0
794,20.1,1,16.9,0.0,582,82,0.0,0.0
539,20.2,2,17.0,0.0,575,82,0.0,0.0
394,20.0,3,17.0,0.0,607,83,0.0,0.0
215,19.6,4,17.3,0.0,465,87,0.0,0.0
308,19.4,5,16.2,0.0,677,82,0.0,0.0
709,19.5,6,15.9,0.04,709,80,0.0,0.0
1543,19.9,7,15.1,0.21,683,74,0.0,0.0
2370,21.4,8,14.5,1.15,821,65,0.0,0.0
1360,22.7,9,14.2,1.77,940,59,0.0,0.0
922,23.9,10,14.8,2.54,977,57,0.0,0.0
1066,25.5,11,16.3,3.01,943,57,0.0,0.0
1197,26.4,12,13.8,3.26,1103,46,0.0,0.0
1147,27.3,13,9.6,3.42,1921,33,0.0,0.0
1152,28.0,14,12.7,3.14,1833,39,0.0,0.0
1276,28.3,15,13.4,2.96,1619,40,0.0,0.0
1473,28.5,16,14.3,2.62,1622,42,0.0,0.0
2176,28.4,17,14.6,2.04,1715,43,0.0,0.0
3418,27.8,18,14.0,1.35,1933,43,0.0,0.0
2811,26.9,19,12.8,0.62,2000,42,0.0,0.0
2556,25.1,20,15.4,0.08,1779,55,0.0,0.0
2436,23.8,21,16.3,0.0,1455,63,0.0,0.0
2179,22.8,22,16.3,0.0,1042,67,0.0,0.0
1497,21.9,23,13.5,0.0,1188,59,0.0,0.0
1137,20.7,0,14.3,0.0,885,67,0.0,0.0
912,20.2,1,15.6,0.0,525,75,0.0,0.0
602,19.8,2,16.2,0.0,370,80,0.0,0.0
413,19.3,3,16.7,0.0,345,85,0.0,0.0
268,19.1,4,16.6,0.0,322,86,0.0,0.0
336,18.6,5,16.0,0.0,384,85,0.0,0.0
710,18.2,6,15.2,0.06,448,83,0.0,0.0
1529,18.8,7,12.3,0.46,814,66,0.0,0.0
2283,21.9,8,13.2,1.29,771,58,0.0,0.0
1284,24.2,9,12.1,1.94,822,47,0.0,0.0
902,26.3,10,9.1,2.57,1792,34,0.0,0.0
1020,28.1,11,11.1,3.02,1608,35,0.0,0.0
1116,29.8,12,9.3,3.21,1777,28,0.0,0.0
1073,30.6,13,8.9,3.17,1792,26,0.0,0.0
1087,31.6,14,9.1,3.21,1780,25,0.0,0.0
1203,31.9,15,8.1,2.57,1977,23,0.0,0.0
1466,30.8,16,11.7,2.17,1246,31,0.0,0.0
2146,30.4,17,9.8,1.9,1834,28,0.0,0.0
3365,29.3,18,8.3,1.24,1977,27,0.0,0.0
2732,27.1,19,8.9,0.52,2000,32,0.0,0.0
2493,25.4,20,7.0,0.07,2000,31,0.0,0.0
2251,24.2,21,6.4,0.0,2000,32,0.0,0.0
2103,23.3,22,5.6,0.0,2000,32,0.0,0.0
1648,22.9,23,6.1,0.0,1810,34,0.0,0.0
1322,22.7,0,6.8,0.0,2000,36,0.0,0.0
1073,22.5,1,7.8,0.0,2000,39,0.0,0.0
818,22.3,2,6.8,0.0,2000,37,0.0,0.0
540,22.0,3,8.4,0.0,1891,42,0.0,0.0
375,21.6,4,9.7,0.0,1985,47,0.0,0.0
339,21.1,5,9.6,0.0,2000,48,0.0,0.0
417,21.0,6,9.5,0.01,2000,48,0.0,0.0
622,21.3,7,8.5,0.2,1911,44,0.0,0.0
934,22.6,8,9.0,0.62,1887,42,0.0,0.0
1072,24.3,9,8.6,1.31,1939,37,0.0,0.0
1064,25.8,10,9.1,1.66,1900,35,0.0,0.0
1229,27.5,11,8.8,2.7,1841,31,0.0,0.0
1374,28.4,12,9.6,2.93,1849,31,0.0,0.0
1483,27.9,13,13.4,2.08,1649,41,0.0,0.0
1445,28.0,14,15.2,2.88,1401,46,0.0,0.0
1589,28.4,15,14.6,2.65,1337,43,0.0,0.0
1837,28.3,16,16.2,2.41,1232,48,0.0,0.0
2101,28.1,17,16.3,1.62,1117,49,0.0,0.0
2256,26.3,18,16.5,0.64,1119,55,0.0,0.0
2288,25.7,19,17.0,0.38,1083,59,0.0,0.0
2262,24.6,20,17.5,0.1,1018,65,0.0,0.0
2175,23.8,21,17.5,0.0,694,68,0.0,0.0
1932,23.0,22,18.1,0.0,473,74,0.0,0.0
1402,22.5,23,18.2,0.0,396,77,0.0,0.0
849,22.0,0,18.5,0.0,374,81,0.0,0.0
545,21.5,1,18.4,0.0,345,83,0.0,0.0
1254,20.9,2,18.6,0.0,222,87,0.0,0.0
644,20.6,3,19.0,0.0,194,91,0.0,0.0
286,20.5,4,18.7,0.0,223,90,0.0,0.0
235,20.3,5,18.0,0.0,251,87,0.0,0.0
258,20.2,6,17.9,0.01,255,87,0.0,0.0
369,20.5,7,17.3,0.16,338,82,0.0,0.0
561,21.3,8,17.3,0.51,351,78,0.0,0.0
734,23.1,9,16.8,1.64,482,68,0.0,0.0
763,25.0,10,16.6,2.33,570,60,0.0,0.0
870,27.1,11,16.3,2.82,557,52,0.0,0.0
1042,28.9,12,13.9,3.15,809,40,0.0,0.0
1062,30.6,13,11.5,3.24,1240,31,0.0,0.0
1064,31.6,14,13.8,3.12,1050,34,0.0,0.0
1213,31.8,15,12.5,2.85,1400,31,0.0,0.0
1471,31.3,16,12.6,2.38,1427,32,0.0,0.0
1754,30.9,17,13.2,1.79,1640,34,0.0,0.0
2094,29.8,18,12.6,1.15,1805,35,0.0,0.0
2290,27.8,19,13.3,0.45,1990,41,0.0,0.0
2387,26.1,20,14.5,0.1,1960,49,0.0,0.0
2153,24.5,21,18.8,0.0,1295,71,0.0,0.0
1801,23.9,22,18.5,0.0,1098,72,0.0,0.0
1329,23.3,23,18.6,0.0,890,75,0.0,0.0
962,22.9,0,19.0,0.0,715,79,0.0,0.0
585,22.5,1,18.8,0.0,619,80,0.0,0.0
424,22.3,2,18.6,0.0,709,80,0.0,0.0
264,22.0,3,18.9,0.0,684,83,0.0,0.0
199,21.8,4,18.5,0.0,702,82,0.0,0.0
338,21.5,5,18.6,0.0,569,84,0.0,0.0
785,21.3,6,17.8,0.05,604,81,0.0,0.0
1620,22.1,7,17.2,0.37,830,74,0.0,0.0
2331,23.8,8,17.0,0.74,960,66,0.0,0.0
1293,25.4,9,17.3,1.28,1079,61,0.0,0.0
878,26.4,10,16.6,1.16,901,55,0.0,0.0
968,27.8,11,15.1,1.77,912,46,0.0,0.0
1039,29.8,12,15.5,2.9,1220,42,0.0,0.0
1073,31.2,13,14.3,2.91,1022,36,0.0,0.0
1016,32.3,14,14.8,2.71,982,35,0.0,0.0
1184,32.7,15,13.3,2.3,1243,31,0.0,0.0
1407,32.2,16,16.4,1.74,928,39,0.0,0.0
2008,31.5,17,17.0,1.36,990,42,0.0,0.0
3238,30.7,18,16.6,0.74,931,43,0.0,0.0
2779,29.8,19,16.5,0.32,956,45,0.0,0.0
2456,28.8,20,18.5,0.09,964,54,0.0,0.0
2372,27.9,21,18.0,0.0,1083,55,0.0,0.0
2046,27.4,22,17.5,0.0,1001,55,0.0,0.0
1437,27.2,23,17.3,0.0,920,55,0.0,0.0
1052,26.9,0,18.7,0.0,805,61,0.0,0.0
783,26.7,1,15.4,0.0,884,50,0.0,0.0
524,26.1,2,15.1,0.0,760,51,0.0,0.0
353,25.4,3,14.2,0.0,870,50,0.0,0.0
143,24.7,4,13.2,0.0,1293,49,0.0,0.0
45,23.7,5,16.4,0.0,876,64,0.1,0.0
37,22.5,6,19.4,0.0,537,83,0.4,0.0
49,21.2,7,18.9,0.03,376,87,1.5,0.0
53,20.8,8,19.7,0.05,159,94,3.5,0.0
19,20.3,9,19.6,0.06,143,96,6.5,0.0
9,20.3,10,19.8,0.12,103,97,9.5,0.0
11,20.4,11,19.9,0.09,129,97,16.0,0.0
10,20.5,12,20.0,0.15,257,97,5.0,0.0
24,20.5,13,20.0,0.11,338,97,14.5,0.0
26,21.0,14,20.4,0.26,381,97,2.5,0.0
65,21.5,15,20.9,0.21,311,97,4.5,0.0
56,23.3,16,22.6,0.08,441,96,1.0,0.0
113,24.0,17,23.1,0.07,362,95,2.0,0.0
156,24.1,18,23.2,0.03,261,95,1.0,0.0
203,24.2,19,23.1,0.03,242,94,1.5,0.0
199,24.1,20,23.0,0.0,214,94,0.5,0.0
275,23.5,21,22.4,0.0,227,94,1.5,0.0
443,22.4,22,21.5,0.0,222,95,0.0,0.0
552,21.6,23,19.7,0.0,698,89,0.0,0.0
513,20.5,0,19.4,0.0,896,94,0.0,0.0
254,20.0,1,19.3,0.0,182,96,0.1,0.0
164,19.6,2,19.1,0.0,201,97,0.4,0.0
152,19.4,3,18.9,0.0,282,97,0.0,0.0
110,19.2,4,18.7,0.0,217,97,0.5,0.0
162,19.1,5,18.6,0.0,402,97,0.0,0.0
417,19.2,6,18.7,0.0,157,97,0.0,0.0
1084,19.3,7,18.9,0.06,188,98,0.0,0.0
1995,19.7,8,19.2,0.25,200,97,0.0,0.0
1238,20.0,9,19.3,0.39,287,96,0.0,0.0
862,21.4,10,18.7,1.34,596,85,0.0,0.0
1015,23.4,11,18.2,2.38,827,73,0.0,0.0
1145,24.1,12,18.9,2.15,992,73,0.0,0.0
1234,24.9,13,18.8,2.14,850,69,0.0,0.0
1243,24.7,14,19.3,1.45,720,72,0.0,0.0
1362,25.5,15,19.1,1.61,638,68,0.0,0.0
1618,25.0,16,20.0,0.52,578,74,0.0,0.0
2115,25.1,17,19.2,0.48,796,70,0.0,0.0
3172,25.0,18,18.9,0.52,1125,69,0.0,0.0
2487,24.9,19,19.0,0.24,1131,70,0.0,0.0
2274,24.2,20,18.8,0.03,833,72,0.0,0.0
2200,23.3,21,17.7,0.0,1145,71,0.0,0.0
1959,22.7,22,18.4,0.0,1099,77,0.0,0.0
980,22.3,23,19.2,0.0,490,83,0.0,0.0
561,22.2,0,19.3,0.0,482,84,0.0,0.0
1068,22.2,1,19.3,0.0,610,84,0.0,0.0
652,22.4,2,19.5,0.0,667,84,0.0,0.0
344,22.4,3,19.9,0.0,618,86,0.0,0.0
233,22.3,4,20.2,0.0,298,88,0.0,0.0
266,22.1,5,20.9,0.0,333,93,0.0,0.0
594,22.0,6,20.2,0.04,373,90,0.1,0.0
1391,22.7,7,19.2,0.4,866,81,0.0,0.0
2288,24.2,8,19.0,0.96,1581,73,0.0,0.0
1246,24.8,9,20.0,0.63,1418,75,0.0,0.0
826,25.3,10,19.4,0.7,1386,70,0.0,0.0
938,26.5,11,19.1,1.3,1806,64,0.0,0.0
1158,27.0,12,20.5,1.3,1863,68,0.0,0.0
1040,27.2,13,20.7,1.1,1575,68,0.0,0.0
1030,27.1,14,21.6,0.91,1126,72,0.0,0.0
1209,26.4,15,21.8,1.01,1370,76,0.0,0.0
766,25.2,16,21.6,0.5,961,81,0.0,0.0
65,22.2,17,20.8,0.11,254,92,4.9,0.0
596,20.6,18,20.1,0.14,222,97,21.5,0.0
944,20.9,19,20.3,0.19,1747,97,0.0,0.0
1039,21.0,20,20.3,0.02,1431,96,0.0,0.0
1223,21.3,21,20.2,0.0,1314,94,0.0,0.0
1239,21.6,22,20.5,0.0,766,94,0.0,0.0
931,21.7,23,21.0,0.0,293,96,0.0,0.0
470,21.9,0,21.0,0.0,357,95,0.0,0.0
460,22.0,1,21.3,0.0,387,96,0.1,0.0
345,22.2,2,21.5,0.0,269,96,0.2,0.0
227,22.3,3,21.6,0.0,290,96,0.1,0.0
123,22.3,4,21.6,0.0,278,96,0.1,0.0
133,22.1,5,21.5,0.0,152,97,1.5,0.0
308,21.9,6,21.3,0.0,190,97,4.5,0.0
883,22.0,7,21.4,0.03,269,97,0.0,0.0
2028,22.2,8,21.3,0.26,389,95,0.0,0.0
1195,22.9,9,20.4,0.76,538,86,0.0,0.0
913,24.4,10,19.8,1.58,617,76,0.0,0.0
956,24.8,11,19.8,1.41,644,74,0.0,0.0
1168,26.1,12,19.4,2.15,758,67,0.0,0.0
1117,26.8,13,19.6,2.37,732,65,0.0,0.0
1175,27.8,14,18.4,2.62,760,57,0.0,0.0
1209,28.4,15,20.6,2.47,742,63,0.0,0.0
1554,29.0,16,19.6,2.36,987,57,0.0,0.0
2099,28.5,17,19.9,1.33,1014,60,0.0,0.0
3113,28.1,18,19.5,1.05,959,60,0.0,0.0
2602,27.1,19,19.6,0.28,829,64,0.0,0.0
2339,26.2,20,20.2,0.12,792,70,0.0,0.0
2225,25.2,21,20.4,0.0,644,75,0.0,0.0
2103,24.2,22,20.5,0.0,500,80,0.0,0.0
1552,23.5,23,20.4,0.0,436,83,0.0,0.0
1275,23.0,0,20.1,0.0,375,84,0.0,0.0
1070,22.6,1,19.9,0.0,323,85,0.0,0.0
859,22.2,2,20.1,0.0,295,88,0.0,0.0
625,21.9,3,19.8,0.0,274,88,0.0,0.0
382,21.7,4,20.5,0.0,244,93,0.0,0.0
247,21.7,5,19.6,0.0,289,88,0.0,0.0
310,22.1,6,19.4,0.01,303,85,0.1,0.0
468,22.5,7,20.0,0.07,299,86,0.0,0.0
825,23.4,8,19.9,0.37,313,81,0.0,0.0
862,24.2,9,20.7,0.53,295,81,0.0,0.0
933,25.1,10,19.9,0.66,358,73,0.0,0.0
871,26.4,11,20.7,1.36,430,71,0.0,0.0
858,25.2,12,24.1,0.39,166,94,6.4,0.0
1144,25.6,13,23.2,0.71,390,87,3.5,0.0
1235,27.5,14,21.2,1.84,736,69,0.0,0.0
1311,27.8,15,22.0,0.93,733,71,0.0,0.0
1317,27.9,16,21.6,0.61,880,69,0.0,0.0
1291,27.4,17,22.5,0.46,616,75,0.0,0.0
306,27.5,18,23.5,0.65,1237,79,0.5,0.0
481,24.3,19,23.4,0.11,958,95,4.0,0.0
778,24.2,20,22.0,0.06,1276,88,0.0,0.0
1005,23.9,21,21.0,0.0,1552,84,0.0,0.0
1107,23.4,22,21.2,0.0,1153,88,0.0,0.0
919,22.9,23,21.5,0.0,989,92,0.0,0.0
192,-3.8,0,-13.2,0.0,1574,48,0.0,0.0
162,-3.9,1,-12.5,0.0,1535,51,0.0,0.0
128,-4.4,2,-12.5,0.0,1594,53,0.0,0.0
102,-4.8,3,-12.2,0.0,1505,56,0.0,0.0
62,-5.1,4,-11.6,0.0,1377,60,0.0,0.0
40,-5.6,5,-12.5,0.0,1350,58,0.0,0.0
38,-5.5,6,-13.8,0.0,1503,52,0.0,0.0
60,-5.6,7,-12.5,0.0,1368,58,0.0,0.0
122,-5.3,8,-13.4,0.0,1411,53,0.0,0.0
143,-3.8,9,-12.9,0.18,1371,49,0.0,0.0
179,-1.8,10,-13.6,0.48,1555,40,0.0,0.0
214,0.5,11,-13.2,0.75,1558,35,0.0,0.0
278,1.1,12,-13.0,0.6,1455,34,0.0,0.0
265,1.4,13,-12.7,0.5,1394,34,0.0,0.0
331,1.9,14,-13.0,0.41,1368,32,0.0,0.0
368,2.7,15,-12.7,0.43,1603,31,0.0,0.0
333,2.6,16,-12.4,0.27,1381,32,0.0,0.0
349,2.3,17,-12.3,0.13,1515,33,0.0,0.0
270,1.8,18,-12.4,0.0,1518,34,0.0,0.0
246,1.6,19,-12.2,0.0,1419,35,0.0,0.0
233,1.3,20,-11.4,0.0,1386,38,0.0,0.0
236,1.2,21,-11.2,0.0,1378,39,0.0,0.0
214,1.1,22,-11.0,0.0,1305,40,0.0,0.0
149,1.1,23,-11.3,0.0,1422,39,0.0,0.0
116,-12.3,0,-21.3,0.0,1848,47,0.0,0.0
96,-12.3,1,-21.3,0.0,1837,47,0.0,0.0
83,-12.5,2,-20.8,0.0,1722,50,0.0,0.0
51,-12.5,3,-21.0,0.0,1885,49,0.0,0.0
34,-13.1,4,-20.4,0.0,1369,54,0.0,0.0
45,-13.0,5,-20.5,0.0,1810,53,0.0,0.0
92,-13.2,6,-21.4,0.0,1873,50,0.0,0.0
214,-13.2,7,-20.1,0.0,1665,56,0.0,0.0
469,-13.3,8,-19.4,0.02,1598,60,0.0,0.0
237,-12.0,9,-20.3,0.43,1523,50,0.0,0.0
155,-9.6,10,-21.0,1.06,1580,39,0.0,0.0
176,-7.0,11,-22.4,1.56,1829,28,0.0,0.0
188,-6.0,12,-23.3,1.97,1964,24,0.0,0.0
228,-4.5,13,-22.5,2.12,1937,23,0.0,0.0
199,-3.5,14,-23.2,2.02,1976,20,0.0,0.0
221,-2.1,15,-22.1,1.87,1961,20,0.0,0.0
240,-1.7,16,-22.9,1.41,1919,18,0.0,0.0
320,-2.3,17,-22.2,0.77,1994,20,0.0,0.0
448,-4.0,18,-20.2,0.16,2000,27,0.0,0.0
280,-5.2,19,-19.0,0.0,2000,33,0.0,0.0
218,-5.8,20,-16.1,0.0,1994,44,0.0,0.0
223,-6.3,21,-15.5,0.0,1965,48,0.0,0.0
200,-6.8,22,-15.5,0.0,1856,50,0.0,0.0
164,-7.6,23,-16.2,0.0,1839,50,0.0,0.0
289,2.8,0,-7.9,0.0,1493,45,0.0,0.0
194,2.8,1,-7.6,0.0,1709,46,0.0,0.0
134,2.6,2,-6.8,0.0,1962,50,0.0,0.0
92,2.7,3,-5.4,0.0,1989,55,0.0,0.0
49,2.6,4,-4.1,0.0,1998,61,0.0,0.0
97,2.5,5,-3.8,0.0,1987,63,0.0,0.0
232,2.4,6,-3.5,0.0,1989,65,0.0,0.0
598,2.2,7,-3.7,0.0,2000,65,0.0,0.0
1032,2.6,8,-3.7,0.14,1857,63,0.0,0.0
566,3.8,9,-3.7,0.49,1785,58,0.0,0.0
410,5.2,10,-3.8,0.74,1808,52,0.0,0.0
441,8.0,11,-3.8,1.74,1909,43,0.0,0.0
550,9.6,12,-3.7,2.09,1982,39,0.0,0.0
509,9.9,13,-3.4,1.61,1911,39,0.0,0.0
505,9.8,14,-3.8,0.93,1908,38,0.0,0.0
620,10.2,15,-4.9,1.19,1919,34,0.0,0.0
646,10.4,16,-4.0,1.02,1963,36,0.0,0.0
849,10.4,17,-3.6,0.67,2000,37,0.0,0.0
1365,9.6,18,-2.7,0.14,2000,42,0.0,0.0
799,8.9,19,-2.7,0.0,2000,44,0.0,0.0
587,8.5,20,-2.4,0.0,1977,46,0.0,0.0
411,7.9,21,-0.3,0.0,1975,56,0.0,0.0
147,7.2,22,0.0,0.0,1928,60,0.0,0.0
48,6.0,23,2.6,0.0,918,79,0.0,0.0
282,3.0,0,-2.5,0.0,945,67,0.0,0.0
225,2.6,1,-2.9,0.0,1053,67,0.0,0.0
123,1.8,2,-1.1,0.0,325,81,0.0,0.0
122,1.5,3,-1.2,0.0,372,82,0.1,0.0
80,1.6,4,-3.2,0.0,1392,70,0.1,0.0
57,1.6,5,-4.9,0.0,1372,62,0.0,0.0
108,1.7,6,-5.6,0.0,1189,58,0.0,0.0
206,1.9,7,-7.1,0.07,1297,51,0.0,0.0
399,2.4,8,-8.6,0.41,1375,44,0.0,0.0
426,3.4,9,-9.9,1.07,1668,37,0.0,0.0
453,4.3,10,-11.3,1.77,1661,31,0.0,0.0
553,4.7,11,-13.2,1.55,1927,26,0.0,0.0
697,6.0,12,-13.6,2.0,1990,23,0.0,0.0
852,7.4,13,-12.9,2.98,1964,22,0.0,0.0
919,8.1,14,-11.3,2.99,1914,24,0.0,0.0
925,7.6,15,-6.5,1.39,1928,36,0.0,0.0
